"level","from","to","No. of climate zones","Climate zones"
"Order","flavobacteriales","rhodobacterales",1,"Dfa"
"Order","flavobacteriales","htcc2188",2,"Dfa/ET"
"Order","flavobacteriales","unassigned",1,"Dfb"
"Order","flavobacteriales","leptospirales",1,"Dfc"
"Order","flavobacteriales","sphingomonadales",1,"Dfc"
"Order","flavobacteriales","wd2101",1,"Dfc"
"Order","flavobacteriales","gemmatimonadales",1,"Dwb"
"Order","flavobacteriales","rb41",1,"Dwb"
"Order","flavobacteriales","rhizobiales",1,"Dwc"
"Order","flavobacteriales","h39",1,"EF"
"Order","flavobacteriales","gemmatales",1,"ET"
"Order","flavobacteriales","pirellulales",1,"ET"
"Order","gaiellales","pseudomonadales",2,"Af/Aw"
"Order","gaiellales","sbr1031",2,"Af/Aw"
"Order","gaiellales","syntrophobacterales",1,"Am"
"Order","gaiellales","htcc2188",1,"Aw"
"Order","gaiellales","leptospirales",2,"Aw/Dwb"
"Order","gaiellales","solibacterales",2,"Aw/EF"
"Order","gaiellales","streptophyta",1,"BSh"
"Order","gaiellales","gemmatales",1,"BSk"
"Order","gaiellales","rhodobacterales",1,"BSk"
"Order","gaiellales","myxococcales",1,"Cfa"
"Order","gaiellales","opitutales",1,"Cfb"
"Order","gaiellales","xanthomonadales",1,"Csa"
"Order","gaiellales","nitrospirales",2,"Csa/Dwb"
"Order","gaiellales","pla1",1,"Csb"
"Order","gaiellales","saprospirales",1,"Csb"
"Order","gaiellales","miz46",2,"Dfa/Dwb"
"Order","gaiellales","pirellulales",1,"Dfb"
"Order","gaiellales","sva0725",1,"Dwb"
"Order","gaiellales","ld1",2,"Dwb/Dwc"
"Order","gaiellales","gemmatimonadales",1,"EF"
"Order","gaiellales","rhizobiales",1,"EF"
"Order","gaiellales","verrucomicrobiales",1,"EF"
"Order","gemmatales","rhodospirillales",1,"Af"
"Order","gemmatales","saprospirales",1,"Af"
"Order","gemmatales","leptospirales",2,"Af/Dwc"
"Order","gemmatales","sphingomonadales",2,"Am/BWk"
"Order","gemmatales","sbr1031",1,"Aw"
"Order","gemmatales","mnd1",2,"Aw/BSk"
"Order","gemmatales","rb41",2,"Aw/Cfb"
"Order","gemmatales","mariprofundales",1,"BSh"
"Order","gemmatales","roseiflexales",1,"BSh"
"Order","gemmatales","myxococcales",4,"BSh/BSk/BWh/ET"
"Order","gemmatales","pseudomonadales",2,"BSh/Dwb"
"Order","gemmatales","n1423wl",1,"BSk"
"Order","gemmatales","pedosphaerales",2,"BSk/Cfb"
"Order","gemmatales","xanthomonadales",2,"BSk/Cwb"
"Order","gemmatales","nitrospirales",1,"BWh"
"Order","gemmatales","verrucomicrobiales",1,"BWh"
"Order","gemmatales","opitutales",2,"BWh/BWk"
"Order","gemmatales","rhizobiales",1,"BWk"
"Order","gemmatales","syntrophobacterales",1,"BWk"
"Order","gemmatales","h39",2,"Cfa/Cfb"
"Order","gemmatales","ld1",1,"Cfb"
"Order","gemmatales","solibacterales",1,"Cfb"
"Order","gemmatales","unassigned",1,"Cfb"
"Order","gemmatales","pirellulales",3,"Cfb/Dfb/Dfc"
"Order","gemmatales","stramenopiles",1,"Csb"
"Order","gemmatales","gemmatales",3,"Csb/Dfb/Dfc"
"Order","gemmatales","htcc2188",1,"Dfb"
"Order","gemmatales","pla1",1,"Dfb"
"Order","gemmatales","wd2101",2,"Dfb/Dwc"
"Order","gemmatales","planctomycetales",1,"Dfc"
"Order","gemmatales","sva0725",2,"Dwb/ET"
"Order","gemmatales","rickettsiales",1,"EF"
"Order","gemmatales","thiotrichales",1,"ET"
"Order","gemmatimonadales","myxococcales",1,"Af"
"Order","gemmatimonadales","n1423wl",1,"Af"
"Order","gemmatimonadales","leptospirales",1,"Am"
"Order","gemmatimonadales","pirellulales",1,"Am"
"Order","gemmatimonadales","pla1",1,"Am"
"Order","gemmatimonadales","pseudomonadales",1,"Am"
"Order","gemmatimonadales","htcc2188",1,"Aw"
"Order","gemmatimonadales","sbr1031",1,"Aw"
"Order","gemmatimonadales","solibacterales",1,"Aw"
"Order","gemmatimonadales","planctomycetales",2,"Aw/Dwc"
"Order","gemmatimonadales","sva0725",1,"BSk"
"Order","gemmatimonadales","solirubrobacterales",1,"BWh"
"Order","gemmatimonadales","rhodospirillales",2,"BWk/Cfb"
"Order","gemmatimonadales","sphingobacteriales",1,"Csa"
"Order","gemmatimonadales","iib",1,"Cwb"
"Order","gemmatimonadales","sphingomonadales",2,"Dfa/Dfb"
"Order","gemmatimonadales","verrucomicrobiales",2,"Dfc/EF"
"Order","gemmatimonadales","xanthomonadales",2,"Dfc/EF"
"Order","gemmatimonadales","syntrophobacterales",1,"Dwb"
"Order","gemmatimonadales","thiotrichales",1,"Dwc"
"Order","gemmatimonadales","mnd1",1,"EF"
"Order","gemmatimonadales","opitutales",1,"ET"
"Order","gemmatimonadales","stramenopiles",1,"ET"
"Order","h39","planctomycetales",1,"Af"
"Order","h39","saprospirales",1,"Af"
"Order","h39","sbr1031",2,"Af/Dfa"
"Order","h39","verrucomicrobiales",2,"BSk/Csb"
"Order","h39","pirellulales",1,"Cfa"
"Order","h39","mnd1",2,"Cfa/Dfa"
"Order","h39","n1423wl",1,"Cfb"
"Order","h39","rb41",1,"Cfb"
"Order","h39","roseiflexales",1,"Cfb"
"Order","h39","stramenopiles",1,"Cfb"
"Order","h39","wd2101",1,"Cfb"
"Order","h39","miz46",1,"Csb"
"Order","h39","myxococcales",1,"Dfa"
"Order","h39","xanthomonadales",2,"Dfa/EF"
"Order","h39","opitutales",1,"Dfb"
"Order","h39","sva0725",1,"Dwb"
"Order","h39","syntrophobacterales",1,"Dwb"
"Order","h39","pedosphaerales",1,"EF"
"Order","h39","pseudomonadales",1,"EF"
"Order","h39","solibacterales",1,"EF"
"Order","h39","sphingobacteriales",1,"EF"
"Order","h39","sphingomonadales",1,"EF"
"Order","htcc2188","planctomycetales",1,"Af"
"Order","htcc2188","sva0725",1,"Af"
"Order","htcc2188","stramenopiles",2,"Af/Cfa"
"Order","htcc2188","xanthomonadales",2,"Af/Dfc"
"Order","htcc2188","rhodobacterales",1,"Am"
"Order","htcc2188","thiotrichales",1,"Am"
"Order","htcc2188","verrucomicrobiales",2,"Am/ET"
"Order","htcc2188","syntrophobacterales",1,"Cfb"
"Order","htcc2188","sbr1031",1,"Dfa"
"Order","htcc2188","solibacterales",1,"Dfa"
"Order","htcc2188","unassigned",1,"Dfa"
"Order","htcc2188","pseudomonadales",2,"Dfb/Dwb"
"Order","htcc2188","solirubrobacterales",1,"Dwb"
"Order","htcc2188","sphingomonadales",1,"Dwb"
"Order","htcc2188","opitutales",1,"Dwc"
"Order","iib","sva0725",1,"Af"
"Order","iib","planctomycetales",2,"Af/BSh"
"Order","iib","solirubrobacterales",2,"Af/Dfb"
"Order","iib","sphingomonadales",2,"Af/ET"
"Order","iib","pseudomonadales",1,"Am"
"Order","iib","solibacterales",1,"Am"
"Order","iib","verrucomicrobiales",1,"Am"
"Order","iib","wd2101",2,"BSh/EF"
"Order","iib","nitrospirales",2,"Cwb/Dfa"
"Order","iib","n1423wl",2,"Cwb/Dfc"
"Order","iib","pedosphaerales",1,"Dfa"
"Order","iib","streptophyta",1,"Dfb"
"Order","iib","miz46",2,"Dwb/EF"
"Order","iib","rhodobacterales",1,"Dwc"
"Order","iib","unassigned",1,"Dwc"
"Order","iib","mnd1",1,"ET"
"Order","iib","myxococcales",1,"ET"
"Order","iib","pirellulales",1,"ET"
"Order","iib","rb41",1,"ET"
"Order","iib","rhodospirillales",1,"ET"
"Order","iib","sphingobacteriales",1,"ET"
"Order","ld1","mnd1",1,"Aw"
"Order","ld1","nitrospirales",2,"Cfa/Cfb"
"Order","ld1","myxococcales",1,"Dfc"
"Order","leptospirales","pedosphaerales",1,"Af"
"Order","leptospirales","planctomycetales",1,"Af"
"Order","leptospirales","pseudomonadales",1,"Am"
"Order","leptospirales","rb41",1,"Aw"
"Order","leptospirales","rhodobacterales",2,"BSk/Dfb"
"Order","leptospirales","stramenopiles",1,"Cfb"
"Order","leptospirales","rhodospirillales",2,"Cfb/Dfc"
"Order","leptospirales","saprospirales",2,"Csb/Dwc"
"Order","leptospirales","xanthomonadales",2,"Dfb/Dwc"
"Order","leptospirales","wd2101",1,"Dwb"
"Order","leptospirales","roseiflexales",2,"Dwb/ET"
"Order","leptospirales","rhizobiales",1,"Dwc"
"Order","leptospirales","solirubrobacterales",1,"Dwc"
"Order","leptospirales","unassigned",1,"Dwc"
"Order","leptospirales","pirellulales",1,"EF"
"Order","leptospirales","streptophyta",1,"EF"
"Order","leptospirales","sbr1031",1,"ET"
"Order","leptospirales","solibacterales",1,"ET"
"Order","mariprofundales","sva0725",1,"Af"
"Order","mariprofundales","pirellulales",2,"Af/Cwb"
"Order","mariprofundales","rhodobacterales",1,"Aw"
"Order","mariprofundales","xanthomonadales",1,"Aw"
"Order","mariprofundales","wd2101",1,"BSh"
"Order","mariprofundales","sphingobacteriales",1,"Cfa"
"Order","mariprofundales","streptophyta",1,"Cfa"
"Order","mariprofundales","sphingomonadales",2,"Cfb/ET"
"Order","mariprofundales","opitutales",1,"Csb"
"Order","mariprofundales","stramenopiles",1,"Csb"
"Order","mariprofundales","solirubrobacterales",1,"Cwb"
"Order","mariprofundales","rhizobiales",2,"Cwb/Dfa"
"Order","mariprofundales","roseiflexales",1,"Dfa"
"Order","mariprofundales","saprospirales",1,"Dfb"
"Order","mariprofundales","rb41",1,"Dwb"
"Order","mariprofundales","thiotrichales",1,"ET"
"Order","mariprofundales","unassigned",1,"ET"
"Order","miz46","roseiflexales",2,"Af/BSh"
"Order","miz46","syntrophobacterales",2,"Af/Csb"
"Order","miz46","rhodospirillales",2,"Am/Csb"
"Order","miz46","verrucomicrobiales",2,"Aw/EF"
"Order","miz46","miz46",1,"BSh"
"Order","miz46","nitrospirales",2,"BSh/Cwb"
"Order","miz46","pirellulales",1,"BSk"
"Order","miz46","rb41",2,"BSk/Cwb"
"Order","miz46","sphingobacteriales",2,"BWh/EF"
"Order","miz46","stramenopiles",1,"BWk"
"Order","miz46","solibacterales",1,"Csa"
"Order","miz46","xanthomonadales",2,"Csa/Cwb"
"Order","miz46","pedosphaerales",2,"Csa/Dwc"
"Order","miz46","n1423wl",1,"Cwb"
"Order","miz46","rickettsiales",1,"Dfa"
"Order","miz46","planctomycetales",1,"Dfb"
"Order","miz46","solirubrobacterales",1,"Dfb"
"Order","miz46","streptophyta",1,"Dfb"
"Order","miz46","rhizobiales",1,"Dfc"
"Order","miz46","sphingomonadales",1,"EF"
"Order","miz46","wd2101",1,"EF"
"Order","mnd1","myxococcales",1,"Af"
"Order","mnd1","sbr1031",2,"Af/Dfb"
"Order","mnd1","rickettsiales",1,"Am"
"Order","mnd1","pseudomonadales",1,"Aw"
"Order","mnd1","rhodobacterales",1,"Aw"
"Order","mnd1","verrucomicrobiales",1,"Aw"
"Order","mnd1","xanthomonadales",1,"Aw"
"Order","mnd1","pirellulales",1,"BWh"
"Order","mnd1","rhodospirillales",1,"BWh"
"Order","mnd1","rhizobiales",2,"Csa/EF"
"Order","mnd1","wd2101",1,"Dfa"
"Order","mnd1","opitutales",1,"Dfb"
"Order","mnd1","streptophyta",2,"Dfb/EF"
"Order","mnd1","roseiflexales",1,"Dwb"
"Order","mnd1","sva0725",1,"Dwb"
"Order","mnd1","pedosphaerales",1,"Dwc"
"Order","mnd1","stramenopiles",1,"Dwc"
"Order","mnd1","sphingomonadales",1,"EF"
"Order","myxococcales","roseiflexales",2,"Am/BWh"
"Order","myxococcales","nitrospirales",2,"Am/BWk"
"Order","myxococcales","syntrophobacterales",2,"Am/Cwb"
"Order","myxococcales","pseudomonadales",1,"BSh"
"Order","myxococcales","solibacterales",1,"BSh"
"Order","myxococcales","sphingobacteriales",1,"BSh"
"Order","myxococcales","wd2101",3,"BSh/BWh/ET"
"Order","myxococcales","rhizobiales",3,"BSh/Cwb/ET"
"Order","myxococcales","unassigned",2,"BSh/Dfa"
"Order","myxococcales","pirellulales",1,"BSk"
"Order","myxococcales","rickettsiales",2,"BSk/Dwb"
"Order","myxococcales","streptophyta",1,"BWh"
"Order","myxococcales","verrucomicrobiales",1,"BWh"
"Order","myxococcales","xanthomonadales",3,"BWh/Cwb/Dfa"
"Order","myxococcales","thiotrichales",1,"BWk"
"Order","myxococcales","pla1",3,"Csb/Dwb/ET"
"Order","myxococcales","rhodospirillales",1,"Dfa"
"Order","myxococcales","planctomycetales",1,"Dfb"
"Order","myxococcales","stramenopiles",1,"Dfb"
"Order","myxococcales","opitutales",1,"Dwb"
"Order","myxococcales","sbr1031",1,"Dwb"
"Order","myxococcales","sphingomonadales",1,"ET"
"Order","n1423wl","n1423wl",1,"Af"
"Order","n1423wl","stramenopiles",1,"Af"
"Order","n1423wl","planctomycetales",1,"Aw"
"Order","n1423wl","verrucomicrobiales",2,"Aw/Csb"
"Order","n1423wl","wd2101",2,"BSh/Cfb"
"Order","n1423wl","pedosphaerales",1,"Cfb"
"Order","n1423wl","pirellulales",1,"Cfb"
"Order","n1423wl","sbr1031",1,"Cfb"
"Order","n1423wl","xanthomonadales",1,"Cfb"
"Order","n1423wl","sva0725",2,"Cfb/Dfa"
"Order","n1423wl","sphingomonadales",2,"Dfb/EF"
"Order","n1423wl","saprospirales",1,"Dwc"
"Order","n1423wl","unassigned",1,"ET"
"Order","nitrospirales","pseudomonadales",2,"Af/EF"
"Order","nitrospirales","streptophyta",2,"Af/EF"
"Order","nitrospirales","rhodobacterales",2,"Am/BSh"
"Order","nitrospirales","syntrophobacterales",1,"BSh"
"Order","nitrospirales","solibacterales",2,"BWh/Dwc"
"Order","nitrospirales","rhodospirillales",1,"BWk"
"Order","nitrospirales","xanthomonadales",2,"BWk/Cwb"
"Order","nitrospirales","unassigned",1,"Cfa"
"Order","nitrospirales","sphingobacteriales",1,"Cfb"
"Order","nitrospirales","sva0725",1,"Cwb"
"Order","nitrospirales","rb41",2,"Cwb/Dwc"
"Order","nitrospirales","pirellulales",2,"Dfa/Dfb"
"Order","nitrospirales","pla1",1,"Dfb"
"Order","nitrospirales","rickettsiales",1,"Dfb"
"Order","nitrospirales","sphingomonadales",1,"Dfb"
"Order","nitrospirales","opitutales",1,"EF"
"Order","nitrospirales","saprospirales",1,"EF"
"Order","nitrospirales","verrucomicrobiales",1,"EF"
"Order","opitutales","sbr1031",1,"Af"
"Order","opitutales","sphingomonadales",2,"Af/Csa"
"Order","opitutales","roseiflexales",1,"Am"
"Order","opitutales","solirubrobacterales",1,"Aw"
"Order","opitutales","pseudomonadales",1,"BSh"
"Order","opitutales","rb41",1,"BSk"
"Order","opitutales","rhodobacterales",1,"BSk"
"Order","opitutales","thiotrichales",2,"BSk/Cfa"
"Order","opitutales","streptophyta",1,"BWh"
"Order","opitutales","xanthomonadales",1,"BWh"
"Order","opitutales","wd2101",2,"BWh/BWk"
"Order","opitutales","rhizobiales",2,"BWh/Csa"
"Order","opitutales","opitutales",3,"Cfa/Csb/Dfc"
"Order","opitutales","saprospirales",1,"Csa"
"Order","opitutales","verrucomicrobiales",2,"Csa/EF"
"Order","opitutales","planctomycetales",1,"Csb"
"Order","opitutales","pla1",1,"Dfa"
"Order","opitutales","rickettsiales",1,"Dwb"
"Order","opitutales","sva0725",1,"Dwc"
"Order","opitutales","pirellulales",1,"EF"
"Order","pedosphaerales","sphingomonadales",1,"Am"
"Order","pedosphaerales","solirubrobacterales",2,"Aw/BWh"
"Order","pedosphaerales","rickettsiales",1,"BSk"
"Order","pedosphaerales","xanthomonadales",1,"BSk"
"Order","pedosphaerales","streptophyta",1,"BWh"
"Order","pedosphaerales","sbr1031",1,"Cfb"
"Order","pedosphaerales","rhizobiales",1,"Csa"
"Order","pedosphaerales","rhodobacterales",1,"Csb"
"Order","pedosphaerales","pseudomonadales",1,"Cwb"
"Order","pedosphaerales","stramenopiles",1,"Dfa"
"Order","pedosphaerales","unassigned",1,"Dfa"
"Order","pedosphaerales","thiotrichales",1,"Dfb"
"Order","pedosphaerales","roseiflexales",2,"Dfb/EF"
"Order","pedosphaerales","pedosphaerales",1,"Dwc"
"Order","pedosphaerales","sva0725",1,"ET"
"Order","pedosphaerales","verrucomicrobiales",1,"ET"
"Order","pirellulales","unassigned",1,"Af"
"Order","pirellulales","rhodobacterales",2,"Af/BSh"
"Order","pirellulales","stramenopiles",2,"Am/Cfa"
"Order","pirellulales","solirubrobacterales",1,"BSh"
"Order","pirellulales","thiotrichales",2,"BSh/Cwb"
"Order","pirellulales","rb41",3,"BSk/Cfa/EF"
"Order","pirellulales","solibacterales",1,"BWk"
"Order","pirellulales","xanthomonadales",1,"BWk"
"Order","pirellulales","pirellulales",1,"Cfb"
"Order","pirellulales","pseudomonadales",1,"Csa"
"Order","pirellulales","rickettsiales",2,"Csb/Dfc"
"Order","pirellulales","roseiflexales",1,"Cwb"
"Order","pirellulales","sva0725",1,"Cwb"
"Order","pirellulales","rhizobiales",1,"Dfa"
"Order","pirellulales","planctomycetales",1,"Dfc"
"Order","pirellulales","sphingobacteriales",1,"EF"
"Order","pla1","verrucomicrobiales",2,"Af/Dwb"
"Order","pla1","rhodospirillales",1,"Am"
"Order","pla1","rickettsiales",2,"Cfa/Cfb"
"Order","pla1","rhizobiales",1,"Dfa"
"Order","pla1","saprospirales",2,"Dfa/Dwc"
"Order","pla1","syntrophobacterales",1,"Dfc"
"Order","pla1","wd2101",1,"Dfc"
"Order","pla1","solirubrobacterales",2,"Dfc/Dwb"
"Order","pla1","sphingobacteriales",2,"Dwb/Dwc"
"Order","pla1","sva0725",1,"ET"
"Order","pla1","thiotrichales",1,"ET"
"Order","planctomycetales","unassigned",1,"Af"
"Order","planctomycetales","solirubrobacterales",2,"Am/BWk"
"Order","planctomycetales","pseudomonadales",1,"Aw"
"Order","planctomycetales","rb41",1,"Aw"
"Order","planctomycetales","rickettsiales",1,"BSh"
"Order","planctomycetales","syntrophobacterales",1,"BSh"
"Order","planctomycetales","thiotrichales",1,"BSh"
"Order","planctomycetales","rhodobacterales",1,"Cfa"
"Order","planctomycetales","roseiflexales",1,"Dfb"
"Order","planctomycetales","xanthomonadales",1,"Dfc"
"Order","planctomycetales","sbr1031",1,"Dwb"
"Order","planctomycetales","sva0725",1,"Dwb"
"Order","planctomycetales","verrucomicrobiales",1,"Dwb"
"Order","pseudomonadales","solibacterales",2,"Af/Cfa"
"Order","pseudomonadales","verrucomicrobiales",1,"Am"
"Order","pseudomonadales","rhodobacterales",2,"Aw/Dfb"
"Order","pseudomonadales","sva0725",2,"Aw/Dfc"
"Order","pseudomonadales","sphingomonadales",1,"BSh"
"Order","pseudomonadales","stramenopiles",1,"BSh"
"Order","pseudomonadales","sphingobacteriales",1,"Dfa"
"Order","pseudomonadales","rb41",2,"Dfc/EF"
"Order","pseudomonadales","wd2101",1,"Dwb"
"Order","pseudomonadales","rhodospirillales",2,"Dwb/EF"
"Order","pseudomonadales","streptophyta",2,"Dwc/ET"
"Order","pseudomonadales","solirubrobacterales",1,"EF"
"Order","rb41","sphingomonadales",1,"Af"
"Order","rb41","stramenopiles",2,"Af/Am"
"Order","rb41","sphingobacteriales",2,"Am/Csb"
"Order","rb41","streptophyta",1,"BSh"
"Order","rb41","sbr1031",1,"Cfa"
"Order","rb41","rickettsiales",1,"Cfb"
"Order","rb41","roseiflexales",2,"Csb/Dfb"
"Order","rb41","sva0725",1,"Cwb"
"Order","rb41","saprospirales",1,"Dwc"
"Order","rb41","rb41",1,"EF"
"Order","rb41","verrucomicrobiales",1,"EF"
"Order","rhizobiales","sva0725",1,"Af"
"Order","rhizobiales","rickettsiales",1,"BSk"
"Order","rhizobiales","sbr1031",2,"BSk/Dfc"
"Order","rhizobiales","verrucomicrobiales",1,"Csa"
"Order","rhizobiales","syntrophobacterales",2,"Csa/Dfc"
"Order","rhizobiales","sphingobacteriales",1,"Csb"
"Order","rhizobiales","thiotrichales",1,"Dfa"
"Order","rhizobiales","xanthomonadales",1,"Dfa"
"Order","rhizobiales","solirubrobacterales",1,"EF"
"Order","rhizobiales","sphingomonadales",1,"ET"
"Order","rhodobacterales","rhodobacterales",1,"Aw"
"Order","rhodobacterales","thiotrichales",1,"Aw"
"Order","rhodobacterales","xanthomonadales",1,"Aw"
"Order","rhodobacterales","sva0725",2,"Aw/ET"
"Order","rhodobacterales","solirubrobacterales",2,"BSh/EF"
"Order","rhodobacterales","stramenopiles",2,"BSk/Dfc"
"Order","rhodobacterales","sphingobacteriales",2,"Cfa/Cwb"
"Order","rhodobacterales","sphingomonadales",1,"Cfb"
"Order","rhodobacterales","wd2101",1,"Cfb"
"Order","rhodobacterales","saprospirales",1,"Csa"
"Order","rhodobacterales","sbr1031",1,"Csb"
"Order","rhodobacterales","verrucomicrobiales",1,"Csb"
"Order","rhodobacterales","roseiflexales",1,"EF"
"Order","rhodobacterales","streptophyta",1,"EF"
"Order","rhodospirillales","stramenopiles",1,"Af"
"Order","rhodospirillales","rickettsiales",2,"Af/Dwb"
"Order","rhodospirillales","thiotrichales",2,"BSk/Csb"
"Order","rhodospirillales","sphingomonadales",1,"BWk"
"Order","rhodospirillales","unassigned",1,"Cfa"
"Order","rhodospirillales","syntrophobacterales",2,"Csa/Dfa"
"Order","rhodospirillales","roseiflexales",1,"Cwb"
"Order","rhodospirillales","sva0725",1,"Dfc"
"Order","rhodospirillales","streptophyta",1,"Dwb"
"Order","rickettsiales","solibacterales",2,"Af/Dwc"
"Order","rickettsiales","wd2101",1,"BSh"
"Order","rickettsiales","verrucomicrobiales",1,"Cfa"
"Order","rickettsiales","sva0725",1,"Cwb"
"Order","rickettsiales","sphingobacteriales",1,"Dfa"
"Order","rickettsiales","unassigned",1,"Dfc"
"Order","rickettsiales","xanthomonadales",1,"Dwc"
"Order","rickettsiales","syntrophobacterales",1,"EF"
"Order","rickettsiales","stramenopiles",1,"ET"
"Order","roseiflexales","sva0725",1,"Am"
"Order","roseiflexales","stramenopiles",2,"Am/Aw"
"Order","roseiflexales","solirubrobacterales",2,"Am/Csb"
"Order","roseiflexales","syntrophobacterales",1,"Aw"
"Order","roseiflexales","sbr1031",1,"BSk"
"Order","roseiflexales","sphingomonadales",2,"Cfb/EF"
"Order","roseiflexales","xanthomonadales",1,"Csb"
"Order","roseiflexales","streptophyta",1,"Dwb"
"Order","saprospirales","sva0725",1,"Af"
"Order","saprospirales","sphingomonadales",2,"Aw/Csa"
"Order","saprospirales","stramenopiles",1,"BWk"
"Order","saprospirales","sbr1031",1,"Csa"
"Order","saprospirales","solibacterales",1,"Dfa"
"Order","saprospirales","saprospirales",1,"Dwc"
"Order","saprospirales","sphingobacteriales",1,"Dwc"
"Order","saprospirales","syntrophobacterales",1,"Dwc"
"Order","saprospirales","solirubrobacterales",1,"EF"
"Order","sbr1031","verrucomicrobiales",1,"Aw"
